Route,admin,edit,org_auditor,rules_admin,superadmin,systemadmin,view,Protected
GET NgSuperadminAuthenticationLdapRestController.getAuthLDAPInformation,,,,,,,,
GET NgSuperadminAuthenticationLdapRestController.testAuthLDAPConnection,,,,,,,,
GET NgSuperadminAuthenticationLdapRestController.getAvailableGroups,,,,,,,,
GET NgSuperadminAuthenticationLdapRestController.testLogin,,,,,,,,
GET NgSuperadminAuthenticationLdapRestController.updateAuthLDAPProperties,,,,,,,,
GET NgSuperadminAuthenticationRestController.getAuthenticationMode,,,,,,,,
GET NgSuperadminAuthenticationRestController.setAuthModeToDB,,,,,,,,
GET NgSuperadminContrastSettingsRestController.getContrastSettingsInformation,,,,,,,,
GET NgSuperadminContrastSettingsRestController.updateContrastSettingsProperties,,,,,,,,
GET NgSuperadminContrastSettingsRestController.getContrastSettingsSessionInformation,,,,,,,,
GET NgSuperadminContrastSettingsRestController.updateContrastSettingsSessionProperties,,,,,,,,
GET NgSuperadminGeneralRestController.getGeneralInformation,,,,,,,,
GET NgSuperadminGeneralRestController.updateGeneralProperties,,,,,,,,
GET NgSuperadminGeneralRestController.getInternetSettings,,,,,,,,
GET NgSuperadminGeneralRestController.updateInternetSettings,,,,,,,,
GET NgSuperadminGeneralRestController.testHubProperties,,,,,,,,
GET NgSuperadminGeneralRestController.testDiagnostics,,,,,,,,
GET NgSuperadminLicenseRestController.getLicense,,,,,,,,
GET NgSuperadminLicenseRestController.updateLicense,,,,,,,,
GET NgSuperadminLicenseRestController.updateLicenseFromHub,,,,,,,,
GET NgSuperadminLicenseRestController.getAssessmentLicensesBreakdown,,,,,,,,
GET NgSuperadminLicenseRestController.getUpcomingExpiredAssessmentLicenses,,,,,,,,
GET NgSuperadminLicenseRestController.updateAutoLicensingForAssessment,,,,,,,,
GET NgSuperadminLicenseRestController.getProtectionLicensesBreakdown,,,,,,,,
GET NgSuperadminLicenseRestController.getUpcomingExpiredProtectionLicenses,,,,,,,,
GET NgSuperadminLicenseRestController.updateAutoLicensingForProtection,,,,,,,,
GET NgSuperadminLicenseRestController.updateServerEnvironmentAutoLicensingForProtection,,,,,,,,
GET NgSuperadminMailRestController.getMailInformation,,,,,,,,
GET NgSuperadminMailRestController.testMailProperties,,,,,,,,
GET NgSuperadminMailRestController.updateMailProperties,,,,,,,,
GET NgSuperadminPolicyRestController.getLibraryPolicyInformation,,,,,,,,
GET NgSuperadminPolicyRestController.updateLibraryPolicyInformation,,,,,,,,
GET NgSuperadminPolicyRestController.getScoringPolicyInformation,,,,,,,,
GET NgSuperadminPolicyRestController.updateScoringPolicyInformation,,,,,,,,
GET NgSuperadminSamlRestController.getSamlConfiguration,,,,,,,,
GET NgSuperadminSamlRestController.addSamlConfig,,,,,,,,
GET NgSuperadminSamlRestController.editSamlConfig,,,,,,,,
GET NgSuperadminSamlRestController.deleteSamlConfig,,,,,,,,
GET NgSuperadminSamlRestController.getSAMLSettings,,,,,,,,
GET NgSuperadminSamlRestController.updateSamlSettings,,,,,,,,
GET NgSuperadminSamlRestController.verifySamlConfig,,,,,,,,
GET NgSuperadminSecurityRestController.getSecurityInformation,,,,,,,,
GET NgSuperadminSecurityRestController.updateSecurityProperties,,,,,,,,
GET NgSuperadminTsvSettingsRestController.getTsvSettings,,,,,,,,
GET NgSuperadminTsvSettingsRestController.updateTsvSettings,,,,,,,,
GET NgTagsRestController.tagServers,,,,,,,,
GET NgTagsRestController.getServerTagsByOrganization,,,,,,,,
GET NgTagsRestController.getServerTagsByServer,,,,,,,,
GET NgTagsRestController.deleteServerTag,,YES,,,,,,YES
GET NgTagsRestController.tagServersBulk,,,,,,,,
GET NgTagsRestController.getServerTagsBulk,,,,,,,,
GET NgTagsRestController.getServerTagsByApplication,,,,,,,,
GET NgTagsRestController.getApplicationTagsByOrganization,,,,,,,,
GET NgTagsRestController.tagApplications,,,,,,,,
GET NgTagsRestController.getApplicationTagsByApplication,,,,,,,,
GET NgTagsRestController.tagApplicationsBulk,,,,,,,,
GET NgTagsRestController.getApplicationTagsBulk,,,,,,,,
GET NgTagsRestController.deleteApplicationTag,,YES,,,,,,YES
GET NgTagsRestController.tagVulnerabilities,,,,,,,,
GET NgTagsRestController.deleteVulnerabilityTag,,YES,,,,,,YES
GET NgTagsRestController.getVulnerabilityTags,,,,,,,,
GET NgTagsRestController.getVulnerabilityTagsByApplication,,,,,,,,
GET NgTagsRestController.getVulnerabilityTagsByServer,,,,,,,,
GET NgTagsRestController.getVulnerabilityTagsByOrganization,,,,,,,,
GET NgTagsRestController.tagVulnerabilitiesBulk,,,,,,,,
GET NgTagsRestController.getVulnerabilitiesTagsBulk,,,,,,,,
GET NgTagsRestController.getLibraryTagsByOrganization,,,,,,,,
GET NgTagsRestController.getLibraryTagsByApplication,,,,,,,,
GET NgTagsRestController.deleteLibraryTag,,YES,,,,,,YES
GET NgTagsRestController.tagLibrariesBulk,,,,,,,,
GET NgTagsRestController.addLibrariesTags,,,,,,,,
GET NgTagsRestController.removeLibrariesTags,,YES,,,,,,YES
GET NgTagsRestController.getLibrariesTags,,,,,,,,
GET NgTagsRestController.tagAttacks,,YES,,,,,,YES
GET NgTagsRestController.getAttackTagsByOrganization,,,,,,,,
GET NgTagsRestController.getAttackTagsByAttack,,,,,,,,
GET NgTagsRestController.deleteAttackTag,,YES,,,,,,YES
GET NgTagsRestController.tagAttacksBulk,,YES,,,,,,YES
GET NgTagsRestController.getAttackTagsBulk,,,,,,,,
GET NgTagsRestController.tagEvents,,YES,,,,,,YES
GET NgTagsRestController.getEventTagsByOrganization,,,,,,,,
GET NgTagsRestController.getEventTagsByEvent,,,,,,,,
GET NgTagsRestController.deleteEventTag,,YES,,,,,,YES
GET NgTagsRestController.tagEventsBulk,,YES,,,,,,YES
GET NgTagsRestController.getEventTagsBulk,,,,,,,,
GET NgTeamserverPreferencesRestController.getTeamServerPreference,,,,,,,,
GET NgTechnologiesRestController.getTechnologies,,,,,,,,
GET NgApplicationTraceFilterListingRestController.getNewFilters,,,,,,,,
GET NgApplicationTraceListingRestController.getFiltersTypes,,,,,,,,
POST NgApplicationTraceListingRestController.getFiltersTypesV2,,,,,,,,
GET NgApplicationTraceListingRestController.getApplicationVulnerabilities,,,,,,,,
POST NgApplicationTraceListingRestController.getApplicationVulnerabilitiesV2,,,,,,,,
GET NgApplicationTracesRestController.getVulnerability,,,,,,,,
GET NgApplicationTracesRestController.getVulnerabilityServers,,,,,,,,
GET NgApplicationTracesRestController.getVulnerabilityRequirements,,,,,,,,
GET NgApplicationTracesRestController.markStatus,,,,,,,,
GET NgApplicationTracesRestController.deleteVulnerabilities,,YES,,,,,,YES
DELETE NgApplicationTracesRestController.deleteVulnerability,,YES,,,,,,YES
GET NgApplicationTracesRestController.shareVulnerabilitiesViaEmail,,YES,,,,,,YES
GET NgApplicationTracesRestController.exportToXML,,,,,,,,
GET NgApplicationTracesRestController.exportToCSV,,,,,,,,
GET NgApplicationTracesRestController.exportAllVulnerabilitiesToXML,,,,,,,,
GET NgApplicationTracesRestController.exportAllVulnerabilitiesToCSV,,,,,,,,
GET NgApplicationTracesRestController.getVulnerabilityQuickFilters,,,,,,,,
GET NgApplicationTracesRestController.mergeDuplicates,,YES,,,,,,YES
GET NgApplicationTracesRestController.sendToBugtrackers,,YES,,,,,,YES
GET NgApplicationTracesRestController.getTracesWithPolicyViolations,,,,,,,,
GET NgApplicationTracesRestController.getVulnerabilitySeveritySnapshots,,,,,,,,
POST NgApplicationTracesRestController.getVulnerabilitySeveritySnapshotsV2,,,,,,,,
GET NgApplicationTracesRestController.getVulnerabilitiesUUIds,,,,,,,,
GET NgApplicationTracesRestController.checkVulnerabilityVisibility,,,,,,,,
GET NgApplicationTracesRestController.getVulnerabilityShort,,,,,,,,
GET NgApplicationTracesRestController.updateSeverity,,,,YES,,,,YES
GET NgApplicationTracesRestController.getVulnerabilityRoutes,,,,,,,,
GET NgApplicationTracesRestController.getVulnerabilityDiscoverySnapshots,,,,,,,,
POST NgApplicationTracesRestController.getVulnerabilityDiscoverySnapshotsV2,,,,,,,,
GET NgApplicationTracesRestController.getVulnerabilityInstanceMetadata,,,,,,,,
GET NgOrgTraceBulkExportRestController.exportXML,,,,,,,,
GET NgOrgTraceBulkExportRestController.exportXMLAsync,,,,,,,,
GET NgOrgTraceBulkExportRestController.exportCSV,,,,,,,,
POST NgOrgTraceBulkExportRestController.exportCSVAsync,,,,,,,,
GET NgOrgTraceBulkUpdateRestController.tag,,,,,,,,
GET NgOrgTraceBulkUpdateRestController.markStatus,,,,,,,,
GET NgOrgTraceBulkUpdateRestController.delete,,,,,,,,
GET NgOrgTraceBulkUpdateRestController.sendToBugtracker,,YES,,,,,,YES
GET NgOrgTracesBulkShareRESTController.shareTracesViaEmail,,,,,,,,
GET NgOrganizationTraceListingRestController.getFiltersTypes,,,,,,,,
POST NgOrganizationTraceListingRestController.getFiltersTypesV2,,,,,,,,
POST NgOrganizationTraceListingRestController.getVulnerabilityApplicationMetadataFilters,,,,,,,,
GET NgOrganizationTraceListingRestController.getOrganizationVulnerabilities,,,,,,,,
POST NgOrganizationTraceListingRestController.getOrganizationVulnerabilitiesV2,,,,,,,,
GET NgOrganizationTraceListingRestController.getOrgVulnerability,,,,,,,,
GET NgOrganizationTracesRestController.getVulnerabilityQuickFilters,,,,,,,,
POST NgOrganizationTracesRestController.getVulnerabilityQuickFiltersV2,,,,,,,,
GET NgOrganizationTracesRestController.markStatus,,,,,,,,
DELETE NgOrganizationTracesRestController.deleteVulnerabilities,,YES,,,,,,YES
DELETE NgOrganizationTracesRestController.deleteVulnerability,,YES,,,,,,YES
GET NgOrganizationTracesRestController.shareVulnerabilitiesViaEmail,,YES,,,,,,YES
GET NgOrganizationTracesRestController.exportToXML,,,,,,,,
GET NgOrganizationTracesRestController.exportVulnsToCSV,,,,,,,,
GET NgOrganizationTracesRestController.exportAllVulnerabilitiesToXML,,,,,,,,
GET NgOrganizationTracesRestController.exportAllVulnerabilitiesToCSV,,,,,,,,
GET NgOrganizationTracesRestController.getTracesWithPolicyViolations,,,,,,,,
GET NgOrganizationTracesRestController.getVulnerabilitiesUUIds,,,,,,,,
GET NgOrganizationTracesRestController.checkVulnerabilityVisibility,,,,,,,,
GET NgOrganizationTracesRestController.getVulnerabilityShort,,,,,,,,
GET NgOrganizationTracesRestController.updateSeverity,,,,YES,,,,YES
GET NgServerTraceListingRestController.getFiltersTypes,,,,,,,,
GET NgServerTraceListingRestController.getServerVulnerabilities,,,,,,,,
GET NgServerTraceListingRestController.getServerVulnerability,,,,,,,,
GET NgServerTracesRestController.markStatus,,,,,,,,
GET NgServerTracesRestController.deleteVulnerabilities,,YES,,,,,,YES
GET NgServerTracesRestController.deleteVulnerability,,YES,,,,,,YES
GET NgServerTracesRestController.shareVulnerabilitiesViaEmail,,YES,,,,,,YES
GET NgServerTracesRestController.exportToXML,,,,,,,,
GET NgServerTracesRestController.exportToCSV,,,,,,,,
GET NgServerTracesRestController.exportAllTracesToXMLNew,,,,,,,,
GET NgServerTracesRestController.exportAllVulnerabilitiesToCSV,,,,,,,,
GET NgServerTracesRestController.getVulnerabilityQuickFilters,,,,,,,,
GET NgServerTracesRestController.getTracesWithPolicyViolations,,,,,,,,
GET NgServerTracesRestController.getVulnerabilitiesUUIDs,,,,,,,,
GET NgServerTracesRestController.checkVulnerabilityVisibility,,,,,,,,
GET NgServerTracesRestController.getVulnerabilityShort,,,,,,,,
GET NgServerTracesRestController.updateSeverity,,,,YES,,,,YES
GET NgTraceDetailsRestController.getAllVulnerabilities,,,,,,,,
GET NgTraceFilterListingRestController.getFilters,,,,,,,,
GET NgTraceFilterListingRestController.getNewFilters,,,,,,,,
GET NgTraceFilterListingRestController.getFiltersWithoutServers,,,,,,,,
GET NgTraceNotesRestController.getVulnerabilityNotes,,,,,,,,
GET NgTraceNotesRestController.addNote,,,,,,,,
GET NgTraceNotesRestController.editVulnerabilityNote,,,,,,,,
GET NgTraceNotesRestController.deleteVulnerabilityNote,,,,,,,,
GET NgTraceNotesRestController.hasUnreadNotes,,,,,,,,
GET NgTraceNotesRestController.updateTraceNotesLastViewed,,,,,,,,
GET NgVulnerabilitySummaryRestController.quickSearch,,,,,,,,
GET NgVulnerabilitySummaryRestController.getVulnerabilityStory,,,,,,,,
GET NgVulnerabilitySummaryRestController.getVulnerabilityHttpRequest,,,,,,,,
GET NgVulnerabilitySummaryRestController.getVulnerabilityHttpRequestDetails,,,,,,,,
GET NgVulnerabilitySummaryRestController.getVulnerabilityRecommendation,,,,,,,,
GET NgVulnerabilitySummaryRestController.getVulnerabilityEventsSummary,,,,,,,,
GET NgVulnerabilitySummaryRestController.getVulnerabilityEventsDetails,,,,,,,,
GET NgVulnerabilitySummaryRestController.deleteVulnerabilityInstanceProperty,,YES,,,,,,YES
GET NgVulnerabilitySummaryRestController.getApis,,,,,,,,
GET NgTsvEmailProviderRestController.sendEmailCode,,,,,,,,
GET NgTsvEmailProviderRestController.resetSendEmailCode,,,,,,,,
POST NgTsvEmailProviderRestController.authorize,,,,,,,,
GET NgTsvGoogleAuthenticatorProviderRestController.getGoogleAuthenticationCredentials,,,,,,,,
POST NgTsvGoogleAuthenticatorProviderRestController.authorize,,,,,,,,
GET NgTsvOnboardRestController.getOnboardSettings,,,,,,,,
GET NgTsvOnboardRestController.setOnboardShown,,,,,,,,
GET NgTsvOnboardRestController.getOnboardShown,,,,,,,,
GET NgTsvRestController.resetCredentials,,,,,,,,
PUT NgTsvRestController.updateTsvType,,,,,,,,
GET NgTsvRestController.getTsvUserSettingsForLogin,,,,,,,,
POST NgTsvRestController.authorize,,,,,,,,
POST NgTsvRestController.initiliaze,,,,,,,,
POST NgTsvRestController.authorizeScratchCode,,,,,,,,
POST NgTsvRestController.sendEmail,,,,,,,,
GET NgTsvTrustedDeviceRestController.authorize,,,,,,,,
GET NgExternalUsersRestController.getUsers,YES,,,,,,,YES
GET NgOrganizationUserProfileRestController.getCurrentUserInformation,,,,,,,,
GET NgReportPreferencesRestController.getReportPreferences,,,,,,,,
GET NgUserAvatarRestController.getUserAvatarUrl,,,,,,,,
GET NgUserAvatarRestController.getUserAvatar,,,,,,,,
GET NgUserAvatarRestController.uploadUserAvatar,,,,,,,,
GET NgUserAvatarRestController.setDefaultAvatar,,,,,,,,
GET NgUserAvatarRestController.removeUserAvatar,,,,,,,,
GET NgUserKeysRestController.rotateConfigKey,YES,,,,,,,YES
GET NgUserKeysRestController.rotateAgentUserServiceKey,YES,,,,,,,YES
GET NgUserKeysRestController.getApiKey,,,,,,,,
GET NgUserKeysRestController.getAgentUserKeys,,YES,,,,,,YES
PUT NgUserKeysRestController.rotateApiOnlyUserServiceKey,YES,,,,,,,YES
GET NgUserPreferencesRestController.updateUserReportPreferences,,,,,,,,
GET NgUserPreferencesRestController.updateUserAdPreferences,,,,,,,,
GET NgUserPreferencesRestController.getAdPreferences,,,,,,,,
GET NgUserPreferencesRestController.getTraceCommentPreference,,,,,,,,
GET NgUserPreferencesRestController.deleteNewUserOnboardingPreference,,,,,,,,
GET NgUserPreferencesRestController.getNewUserOnboardingPreference,,,,,,,,
GET NgUserPreferencesRestController.updateUserSurveyState,,,,,,,,
GET NgUserPreferencesRestController.getUserSurveyState,,,,,,,,
GET NgUserPreferencesRestController.setAppOnboardingPreference,,,,,,,,
GET NgUserPreferencesRestController.getAppOnboardingPreference,,,,,,,,
GET NgUserPreferencesRestController.deleteNewUserNotificationPreference,,,,,,,,
GET NgUserPreferencesRestController.getNewUserNotificacionPreference,,,,,,,,
GET NgUserSessionRestController.checkActiveUser,,,,,,,,
GET NgUserTsvRestController.getUserTsvSettings,,,,,,,,
GET NgUserTsvRestController.editUserTSVSettings,,,,,,,,
GET NgUserTsvRestController.editEnabledUserTSVStatus,,,,,,,,
GET NgUserTsvRestController.editEnabledUserTSVType,,,,,,,,
GET NgUserTsvRestController.editEnabledUserTSVDevice,,,,,,,,
GET NgUsersRestController.getQuickFilters,,,,,,,,
GET NgUsersRestController.getUsersData,YES,,,,,,,YES
GET NgUsersRestController.getAllUsersData,,,,,,,,
GET NgUsersRestController.getUsersBase,,,,,,,,
GET NgUsersRestController.getUserData,YES,,,,,,,YES
GET NgUsersRestController.getUserById,YES,,,,,,,YES
GET NgUsersRestController.createUser,YES,,,,,,,YES
GET NgUsersRestController.addExistingUser,YES,,,,,,,YES
GET NgUsersRestController.updateUser,YES,,,,,,,YES
GET NgUsersRestController.unlockUser,YES,,,,,,,YES
GET NgUsersRestController.activateUser,YES,,,,,,,YES
GET NgUsersRestController.lockUser,YES,,,,,,,YES
GET NgUsersRestController.deleteUser,YES,,,,,,,YES
GET NgUsersRestController.resendInvitation,YES,,,,,,,YES
GET NgUsersRestController.getAuthHeader,YES,,,,,,,YES
GET NgUsersRestController.updateEnabled,YES,,,,,,,YES
GET NgUsersRestController.importUser,YES,,,,,,,YES
GET NgUsersRestController.doesUserHaveRaspOrServerlessAccess,,,,,,,,
GET NgUsersRestController.getCustomNotifications,,,,,,,,
GET NgUsersRestController.getCustomAttackNotifications,,,,,,,,
GET NgUsersRestController.getCustomVulnerabilityNotifications,,,,,,,,
GET NgUsersRestController.getApplicationQuickFilters,YES,,,,,,,YES
GET NgUsersRestController.getOrganizationAccess,YES,,,,,,,YES
GET NgUsersRestController.createUsersByCsv,YES,,,,,,,YES
GET NgVulnerabilityTrendFilterViewsRestController.getFilterView,,,,,,,,
GET NgVulnerabilityTrendFilterViewsRestController.getFilterViewsForUser,,,,,,,,
GET NgVulnerabilityTrendFilterViewsRestController.editFilterView,,,,,,,,
GET NgVulnerabilityTrendFilterViewsRestController.deleteFilterView,,,,,,,,
GET NgVulnerabilityTrendFilterViewsRestController.bulkDeleteFilterViews,,,,,,,,
GET NgVulnerabilityTrendFilterViewsRestController.bulkEditFilterViewNames,,,,,,,,
GET NgVulnerabilityTrendFilterViewsRestController.addFilterView,,,,,,,,
GET NgWebhookRestController.getOrgWebhook,YES,,,,,,,YES
GET NgWebhookRestController.getOrgWebhooks,YES,,,,,,,YES
GET NgWebhookRestController.editOrgWebhook,YES,,,,,,,YES
GET NgWebhookRestController.deleteOrgWebhook,YES,,,,,,,YES
GET NgWebhookRestController.addOrgWebhook,YES,,,,,,,YES
GET NgWebhookRestController.testWebhookConnection,YES,,,,,,,YES
PUT NgWebhookRestController.updateWebhookSecret,YES,,,,,,,YES
GET ApplicationsRestController.listApplications,,,,,,,,
GET ApplicationsRestController.getApplication,,,,,,,,
GET ApplicationsRestController.resetApplication,YES,,,,,,,YES
GET ApplicationsRestController.getLibraries,,,,,,,,
GET ApplicationsRestController.getLibrary,,,,,,,,
GET ApplicationsRestController.getLibraryCVEs,,,,,,,,
GET ApplicationsRestController.getLibraryCVE,,,,,,,,
GET ApplicationsRestController.getSiteMapActivity,,,,,,,,
GET ApplicationsRestController.getSiteMapActivityEntries,,,,,,,,
GET ApplicationsRestController.getStats,,,,,,,,
GET TraceStoryController.getStory,,,,,,,,
GET TraceStoryController.getRecommendation,,,,,,,,
GET ServersRestController.getServers,,,,,,,,
GET ServersRestController.getServer,,,,,,,,
GET TracesRestController.listTraces,,,,,,,,
GET TracesRestController.getTrace,,,,,,,,
GET LicenseRestController.getLicenseInfo,,,,,,,,
GET SCAApplicationCreateRestController.createApplication,,,,,,,,
GET SCAReportRestController.getReports,,,,,,,,
GET SCAReportRestController.getReportsList,,,,,,,,
GET SCAReportRestController.getReportById,,,,,,,,
GET SCASnapshotRestController.registerSnapshot,,,,,,,,
GET SCASnapshotRestController.getSnapshotStatus,,,,,,,,
GET SCASnapshotRestController.getSnapshots,,,,,,,,
GET ApplicationScoreController.getApplicationCustomCodeScore,,,,,,,,
GET ApplicationScoreController.getApplicationLibraryScore,,,,,,,,
GET SensitiveDataPolicyRestController.updatePolicyRules,,,,YES,,,,YES
GET SensitiveDataPolicyRestController.updatePolicyEnabled,,,,YES,,,,YES
GET SensitiveDataPolicyRestController.getPolicySummaries,,,,,,,,
GET SensitiveDataPolicyRestController.getPolicy,,,,YES,,,,YES
GET SensitiveDataPolicyRestController.updateMaskEntireBodyOption,,,,YES,,,,YES
GET SensitiveDataPolicyRestController.updateSensitiveDataSetting,,,,YES,,,,YES
GET VulnerabilityApplicationController.getVulnerabilityInstances,,,,,,,,
GET VulnerabilitySubstatusRestController.getSubstatusAliases,,,,,,,,
GET VulnerabilitySubstatusRestController.getAlias,,,,,,,,
GET VulnerabilitySubstatusRestController.updateSubstatusAlias,YES,,,,,,,YES
DELETE VulnerabilitySubstatusRestController.deleteSubstatusAlias,YES,,,,,,,YES
GET NgOrganizationVulnerabilityStatsRestController.getTTRTrendBySeverity,,,,,,,,
GET NgOrganizationVulnerabilityStatsRestController.getVulnerabilityTrendNewView,,,,,,,,
GET NgOrganizationVulnerabilityStatsRestController.getVulnerabilityTrendNewTotal,,,,,,,,
PUT OrganizationTTRPropertiesController.updateTimeToRemediateProperties,,,,YES,,,,YES
GET OrganizationTTRPropertiesController.getTimeToRemediateProperties,,,,,,,,
GET ErrorController.redirectToErrorGet,,,,,,,,
POST ErrorController.redirectToErrorPost,,,,,,,,
GET ErrorController.errorUnauthorized,,,,,,,,
GET LoginController.redirectToLogin,,,,,,,,
GET WebhookRestController.getWebhookAttempts,YES,,,,,,,YES
GET VersionWS.getContrastVersion,,,,,,,,
GET VersionWS.isUpdateNeeded,,,,,,,,